取引No,取引日,借方勘定科目,借方補助科目,借方部門,借方取引先,借方税区分,借方インボイス,借方金額(円),借方税額,貸方勘定科目,貸方補助科目,貸方部門,貸方取引先,貸方税区分,貸方インボイス,貸方金額(円),貸方税額,摘要,仕訳メモ,タグ,MF仕訳タイプ,決算整理仕訳
384,2025/08/15,支払手数料,,,,課税仕入 10%,,34200,3109,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
384,2025/08/15,広告宣伝費,,,,課税仕入 10%,,23900,2172,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
388,2025/08/15,売掛金,,,,対象外,,725200,0,売上高,,,,課税売上 10%,,564700,51336,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
389,2025/08/15,売掛金,,,,対象外,,835900,0,売上高,,,,課税売上 10%,,409700,37245,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
421,2025/08/15,荷造運賃,,,,課税仕入 10%,,5200,472,現金,,,,対象外,,5200,0,佐川急便 着払い,,,簡単入力,No
435,2025/08/15,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
456,2025/08/15,旅費交通費,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
460,2025/08/15,通信費,,,,課税仕入 10%,,200,18,現金,,,,対象外,,200,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
464,2025/08/15,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
465,2025/08/15,消耗品費,,,,課税仕入 10%,,9700,881,役員借入金,,,,対象外,,9700,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
393,2025/08/16,仕入高,,,,課税仕入 10%,,92300,8390,未払金,ｱﾒﾘｶﾝEX,,,対象外,,92300,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
398,2025/08/16,仕入高,,,,課税仕入 10%,,82900,7536,未払金,ｱﾒﾘｶﾝEX,,,対象外,,82900,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
402,2025/08/16,仕入高,,,,課税仕入 10%,,77000,7000,未払金,VISA,,,対象外,,77000,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
430,2025/08/16,旅費交通費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,JR西日本 交通費,,,簡単入力,No
462,2025/08/16,荷造運賃,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,日本郵便 ゆうパック,,,簡単入力,No
404,2025/08/17,仕入高,,,,課税仕入 10%,,21500,1954,未払金,ｱﾒﾘｶﾝEX,,,対象外,,21500,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
418,2025/08/17,荷造運賃,,,,課税仕入 10%,,5100,463,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5100,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
394,2025/08/18,仕入高,,,,課税仕入 10%,,112800,10254,未払金,ｱﾒﾘｶﾝEX,,,対象外,,112800,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
422,2025/08/18,荷造運賃,,,,課税仕入 10%,,6800,618,現金,,,,対象外,,6800,0,佐川急便 着払い,,,簡単入力,No
443,2025/08/18,車両費,,,,課税仕入 10%,,6700,609,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6700,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
455,2025/08/18,旅費交通費,,,,課税仕入 10%,,600,54,現金,,,,対象外,,600,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
461,2025/08/18,荷造運賃,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,日本郵便 ゆうパック,,,簡単入力,No
437,2025/08/19,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
427,2025/08/20,消耗品費,,,,課税仕入 10%,,4600,418,現金,,,,対象外,,4600,0,コクヨ 事務用品,,,簡単入力,No
428,2025/08/20,消耗品費,,,,課税仕入 10%,,6800,618,未払金,VISA,,,対象外,,6800,0,ｱｽｸﾙ,,,簡単入力,No
434,2025/08/20,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
469,2025/08/20,現金,,,,対象外,,141900,0,普通預金,三井住友BK,,,対象外,,146600,0,ATM 引出し,,,振替伝票,No
439,2025/08/21,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
401,2025/08/22,仕入高,,,,課税仕入 10%,,21800,1981,未払金,VISA,,,対象外,,21800,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
412,2025/08/22,水道光熱費,,,,課税仕入 10%,,24200,2200,普通預金,三井住友BK,,,対象外,,24200,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
470,2025/08/22,現金,,,,対象外,,130400,0,普通預金,三井住友BK,,,対象外,,111000,0,ATM 引出し,,,振替伝票,No
380,2025/08/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
380,2025/08/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
380,2025/08/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
381,2025/08/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
381,2025/08/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
381,2025/08/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
387,2025/08/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
411,2025/08/25,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
417,2025/08/25,荷造運賃,,,,課税仕入 10%,,9000,818,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9000,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
400,2025/08/26,仕入高,,,,課税仕入 10%,,17700,1609,未払金,VISA,,,対象外,,17700,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
420,2025/08/26,荷造運賃,,,,課税仕入 10%,,14300,1300,未払金,ｱﾒﾘｶﾝEX,,,対象外,,14300,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
433,2025/08/27,旅費交通費,,,,課税仕入 10%,,4700,427,現金,,,,対象外,,4700,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
438,2025/08/27,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
451,2025/08/27,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
466,2025/08/27,消耗品費,,,,課税仕入 10%,,28400,2581,役員借入金,,,,対象外,,28400,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
467,2025/08/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,383300,0,普通預金,三井住友BK,,,対象外,,234100,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
468,2025/08/27,未払金,VISA,,,対象外,,183200,0,普通預金,三井住友BK,,,対象外,,315400,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
383,2025/08/28,普通預金,三井住友BK,,,対象外,,342900,0,売掛金,,,,対象外,,342900,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
383,2025/08/28,支払手数料,,,,課税仕入 10%,,34800,3163,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
383,2025/08/28,販売促進費,,,,課税仕入 10%,,5200,472,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
385,2025/08/28,普通預金,三井住友BK,,,対象外,,484300,0,売掛金,,,,対象外,,484300,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
385,2025/08/28,支払手数料,,,,課税仕入 10%,,34100,3100,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
385,2025/08/28,広告宣伝費,,,,課税仕入 10%,,20800,1890,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
386,2025/08/28,未払費用,,,,対象外,,180000,0,普通預金,三井住友BK,,,対象外,,360000,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
386,2025/08/28,預り金,社会保険,,,対象外,,180000,0,,,,,,,0,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
390,2025/08/28,売掛金,,,,対象外,,552300,0,売上高,,,,課税売上 10%,,436100,39645,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
391,2025/08/28,売掛金,,,,対象外,,724400,0,売上高,,,,課税売上 10%,,694600,63145,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
405,2025/08/28,仕入高,,,,課税仕入 10%,,39000,3545,未払金,ｱﾒﾘｶﾝEX,,,対象外,,39000,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
410,2025/08/28,仕入高,,,,課税仕入 10%,,95600,8690,未払金,VISA,,,対象外,,95600,0,ﾋﾞﾂｸｶﾒﾗ ﾅﾝﾊﾞﾃﾝ,,,簡単入力,No
415,2025/08/28,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
424,2025/08/28,広告宣伝費,,,,課税仕入 10%,,38000,3454,未払金,ｱﾒﾘｶﾝEX,,,対象外,,38000,0,GOOGLE ADS,,,簡単入力,No
425,2025/08/28,会議費,,,,課税仕入 10%,,2900,263,現金,,,,対象外,,2900,0,STARBUCKS #12345,,,簡単入力,No
432,2025/08/28,旅費交通費,,,,課税仕入 10%,,2300,209,現金,,,,対象外,,2300,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
471,2025/08/28,現金,,,,対象外,,190200,0,普通預金,三井住友BK,,,対象外,,189300,0,ATM 引出し,,,振替伝票,No
474,2025/08/28,役員借入金,,,,対象外,,351200,0,普通預金,三井住友BK,,,対象外,,286500,0,役員借入金 返済 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
512,2025/09/01,荷造運賃,,,,課税仕入 10%,,5800,527,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
546,2025/09/01,荷造運賃,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,ローソン 宅配便,,,簡単入力,No
518,2025/09/02,会議費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,STARBUCKS #12345,,,簡単入力,No
522,2025/09/03,消耗品費,,,,課税仕入 10%,,5900,536,未払金,VISA,,,対象外,,5900,0,ｱｽｸﾙ,,,簡単入力,No
538,2025/09/03,車両費,,,,課税仕入 10%,,6100,554,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6100,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
551,2025/09/03,通信費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
505,2025/09/04,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
521,2025/09/05,消耗品費,,,,課税仕入 10%,,2500,227,現金,,,,対象外,,2500,0,コクヨ 事務用品,,,簡単入力,No
491,2025/09/06,仕入高,,,,課税仕入 10%,,92000,8363,未払金,ｱﾒﾘｶﾝEX,,,対象外,,92000,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
493,2025/09/06,仕入高,,,,課税仕入 10%,,61600,5600,未払金,VISA,,,対象外,,61600,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
498,2025/09/06,仕入高,,,,課税仕入 10%,,79500,7227,未払金,ｱﾒﾘｶﾝEX,,,対象外,,79500,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
501,2025/09/06,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
513,2025/09/06,荷造運賃,,,,課税仕入 10%,,7600,690,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7600,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
536,2025/09/06,新聞図書費,,,,課税仕入 10%,,4800,436,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4800,0,AMAZON.CO.JP 書籍,,,簡単入力,No
537,2025/09/06,車両費,,,,課税仕入 10%,,6900,627,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6900,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
520,2025/09/07,会議費,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,STARBUCKS #12345,,,簡単入力,No
543,2025/09/07,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
492,2025/09/08,仕入高,,,,課税仕入 10%,,56100,5100,未払金,VISA,,,対象外,,56100,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
496,2025/09/08,仕入高,,,,課税仕入 10%,,46400,4218,未払金,ｱﾒﾘｶﾝEX,,,対象外,,46400,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
504,2025/09/09,通信費,,,,課税仕入 10%,,18200,1654,未払金,VISA,,,対象外,,18200,0,NTTﾄﾞｺﾓ,,,簡単入力,No
514,2025/09/09,荷造運賃,,,,課税仕入 10%,,6700,609,現金,,,,対象外,,6700,0,佐川急便 着払い,,,簡単入力,No
489,2025/09/10,仕入高,,,,課税仕入 10%,,145700,13245,未払金,ｱﾒﾘｶﾝEX,,,対象外,,145700,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
507,2025/09/10,荷造運賃,,,,課税仕入 10%,,8900,809,未払金,ｱﾒﾘｶﾝEX,,,対象外,,8900,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
561,2025/09/10,預り金,源泉所得税,,,対象外,,45000,0,普通預金,日本信金,,,対象外,,45000,0,ｾﾞｲﾑｼﾖ ｹﾞﾝｾﾝ 納付,,,振替伝票,No
562,2025/09/10,預り金,住民税,,,対象外,,30000,0,普通預金,日本信金,,,対象外,,30000,0,ｼﾞﾕｳﾐﾝｾﾞｲ 納付,,,振替伝票,No
497,2025/09/11,仕入高,,,,課税仕入 10%,,144200,13109,未払金,ｱﾒﾘｶﾝEX,,,対象外,,144200,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
506,2025/09/11,荷造運賃,,,,課税仕入 10%,,4700,427,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4700,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
515,2025/09/11,荷造運賃,,,,課税仕入 10%,,7300,663,現金,,,,対象外,,7300,0,佐川急便 着払い,,,簡単入力,No
499,2025/09/12,仕入高,,,,課税仕入 10%,,183700,16700,普通預金,三井住友BK,,,対象外,,183700,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
519,2025/09/12,会議費,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,STARBUCKS #12345,,,簡単入力,No
542,2025/09/12,消耗品費,,,,課税仕入 10%,,1400,127,未払金,VISA,,,対象外,,1400,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
500,2025/09/13,仕入高,,,,課税仕入 10%,,54500,4954,未払金,VISA,,,対象外,,54500,0,ﾋﾞﾂｸｶﾒﾗ ﾅﾝﾊﾞﾃﾝ,,,簡単入力,No
508,2025/09/13,荷造運賃,,,,課税仕入 10%,,8300,754,未払金,ｱﾒﾘｶﾝEX,,,対象外,,8300,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
516,2025/09/14,広告宣伝費,,,,課税仕入 10%,,71400,6490,未払金,VISA,,,対象外,,71400,0,ﾗｸﾃﾝ ｺｳｺｸ,,,簡単入力,No
540,2025/09/14,車両費,,,,課税仕入 10%,,5800,527,未払金,VISA,,,対象外,,5800,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
560,2025/09/14,現金,,,,対象外,,110700,0,普通預金,三井住友BK,,,対象外,,142300,0,ATM 引出し,,,振替伝票,No
477,2025/09/15,普通預金,三井住友BK,,,対象外,,728900,0,売掛金,,,,対象外,,728900,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
477,2025/09/15,支払手数料,,,,課税仕入 10%,,23600,2145,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
477,2025/09/15,販売促進費,,,,課税仕入 10%,,13500,1227,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
479,2025/09/15,普通預金,三井住友BK,,,対象外,,414800,0,売掛金,,,,対象外,,414800,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
479,2025/09/15,支払手数料,,,,課税仕入 10%,,49500,4500,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
479,2025/09/15,広告宣伝費,,,,課税仕入 10%,,18500,1681,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
483,2025/09/15,売掛金,,,,対象外,,754900,0,売上高,,,,課税売上 10%,,684600,62236,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
484,2025/09/15,売掛金,,,,対象外,,999600,0,売上高,,,,課税売上 10%,,1129400,102672,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
494,2025/09/15,仕入高,,,,課税仕入 10%,,9100,827,未払金,VISA,,,対象外,,9100,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
533,2025/09/15,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
511,2025/09/16,荷造運賃,,,,課税仕入 10%,,9800,890,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
487,2025/09/17,仕入高,,,,課税仕入 10%,,135100,12281,未払金,ｱﾒﾘｶﾝEX,,,対象外,,135100,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
488,2025/09/17,仕入高,,,,課税仕入 10%,,73400,6672,未払金,ｱﾒﾘｶﾝEX,,,対象外,,73400,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
495,2025/09/17,仕入高,,,,課税仕入 10%,,114500,10409,未払金,ｱﾒﾘｶﾝEX,,,対象外,,114500,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
509,2025/09/17,荷造運賃,,,,課税仕入 10%,,3600,327,未払金,ｱﾒﾘｶﾝEX,,,対象外,,3600,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
528,2025/09/17,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
535,2025/09/17,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
550,2025/09/17,旅費交通費,,,,課税仕入 10%,,1700,154,現金,,,,対象外,,1700,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
503,2025/09/18,水道光熱費,,,,課税仕入 10%,,8300,754,普通預金,三井住友BK,,,対象外,,8300,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
530,2025/09/18,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
556,2025/09/18,消耗品費,,,,課税仕入 10%,,28000,2545,役員借入金,,,,対象外,,28000,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
559,2025/09/18,現金,,,,対象外,,51800,0,普通預金,三井住友BK,,,対象外,,196700,0,ATM 引出し,,,振替伝票,No
547,2025/09/19,荷造運賃,,,,課税仕入 10%,,500,45,現金,,,,対象外,,500,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
554,2025/09/19,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
490,2025/09/20,仕入高,,,,課税仕入 10%,,137900,12536,未払金,ｱﾒﾘｶﾝEX,,,対象外,,137900,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
526,2025/09/20,旅費交通費,,,,課税仕入 10%,,2700,245,現金,,,,対象外,,2700,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
544,2025/09/20,会議費,,,,課税仕入 10%,,700,63,現金,,,,対象外,,700,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
523,2025/09/21,旅費交通費,,,,課税仕入 10%,,2500,227,現金,,,,対象外,,2500,0,JR西日本 交通費,,,簡単入力,No
532,2025/09/21,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
531,2025/09/22,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
552,2025/09/22,通信費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
525,2025/09/23,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,JR西日本 交通費,,,簡単入力,No
541,2025/09/23,消耗品費,,,,課税仕入 10%,,1000,90,未払金,VISA,,,対象外,,1000,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
549,2025/09/23,旅費交通費,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
524,2025/09/24,旅費交通費,,,,課税仕入 10%,,1800,163,現金,,,,対象外,,1800,0,JR西日本 交通費,,,簡単入力,No
534,2025/09/24,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
539,2025/09/24,車両費,,,,課税仕入 10%,,5200,472,未払金,VISA,,,対象外,,5200,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
545,2025/09/24,会議費,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
475,2025/09/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
475,2025/09/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
475,2025/09/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
476,2025/09/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
476,2025/09/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
476,2025/09/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
482,2025/09/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
548,2025/09/25,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
502,2025/09/26,水道光熱費,,,,課税仕入 10%,,15300,1390,普通預金,三井住友BK,,,対象外,,15300,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
555,2025/09/26,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
510,2025/09/27,荷造運賃,,,,課税仕入 10%,,7700,700,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7700,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
517,2025/09/27,広告宣伝費,,,,課税仕入 10%,,29500,2681,未払金,ｱﾒﾘｶﾝEX,,,対象外,,29500,0,GOOGLE ADS,,,簡単入力,No
527,2025/09/27,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
557,2025/09/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,383400,0,普通預金,三井住友BK,,,対象外,,228400,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
558,2025/09/27,未払金,VISA,,,対象外,,353400,0,普通預金,三井住友BK,,,対象外,,266600,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
478,2025/09/28,普通預金,三井住友BK,,,対象外,,647100,0,売掛金,,,,対象外,,647100,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
478,2025/09/28,支払手数料,,,,課税仕入 10%,,27200,2472,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
478,2025/09/28,販売促進費,,,,課税仕入 10%,,13200,1200,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
480,2025/09/28,普通預金,三井住友BK,,,対象外,,546500,0,売掛金,,,,対象外,,546500,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
